source_link_id,manual_id,publication_number,ata_code,page_sequence,page_label,page_type,title,rescarta_object_id,rescarta_page_id,rescarta_url,source_url,tiff_path,ocr_text_path
t_p_120_1176:t_p_120_1176_p000443,t_p_120_1176,T.P. 120/1176,25-21-00,443,1380,,,t_p_120_1176,000443,http://localhost:8080/rescarta/t_p_120_1176/000443,http://localhost:8080/rescarta/t_p_120_1176/000443,local_data\rescarta_exports\t_p_120_1176\pages\000443_00000443.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000443_00000443.txt
t_p_120_1176:t_p_120_1176_p000444,t_p_120_1176,T.P. 120/1176,25-21-00,444,1381,,,t_p_120_1176,000444,http://localhost:8080/rescarta/t_p_120_1176/000444,http://localhost:8080/rescarta/t_p_120_1176/000444,local_data\rescarta_exports\t_p_120_1176\pages\000444_00000444.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000444_00000444.txt
t_p_120_1176:t_p_120_1176_p000445,t_p_120_1176,T.P. 120/1176,25-21-00,445,1382,,,t_p_120_1176,000445,http://localhost:8080/rescarta/t_p_120_1176/000445,http://localhost:8080/rescarta/t_p_120_1176/000445,local_data\rescarta_exports\t_p_120_1176\pages\000445_00000445.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000445_00000445.txt
t_p_120_1176:t_p_120_1176_p000446,t_p_120_1176,T.P. 120/1176,25-21-00,446,1383,,,t_p_120_1176,000446,http://localhost:8080/rescarta/t_p_120_1176/000446,http://localhost:8080/rescarta/t_p_120_1176/000446,local_data\rescarta_exports\t_p_120_1176\pages\000446_00000446.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000446_00000446.txt
t_p_120_1176:t_p_120_1176_p000447,t_p_120_1176,T.P. 120/1176,25-21-00,447,1384,,,t_p_120_1176,000447,http://localhost:8080/rescarta/t_p_120_1176/000447,http://localhost:8080/rescarta/t_p_120_1176/000447,local_data\rescarta_exports\t_p_120_1176\pages\000447_00000447.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000447_00000447.txt
t_p_120_1176:t_p_120_1176_p000448,t_p_120_1176,T.P. 120/1176,25-21-00,448,1385,,,t_p_120_1176,000448,http://localhost:8080/rescarta/t_p_120_1176/000448,http://localhost:8080/rescarta/t_p_120_1176/000448,local_data\rescarta_exports\t_p_120_1176\pages\000448_00000448.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000448_00000448.txt
t_p_120_1176:t_p_120_1176_p000449,t_p_120_1176,T.P. 120/1176,25-21-00,449,1386,,,t_p_120_1176,000449,http://localhost:8080/rescarta/t_p_120_1176/000449,http://localhost:8080/rescarta/t_p_120_1176/000449,local_data\rescarta_exports\t_p_120_1176\pages\000449_00000449.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000449_00000449.txt
t_p_120_1176:t_p_120_1176_p000450,t_p_120_1176,T.P. 120/1176,25-21-00,450,1387,,,t_p_120_1176,000450,http://localhost:8080/rescarta/t_p_120_1176/000450,http://localhost:8080/rescarta/t_p_120_1176/000450,local_data\rescarta_exports\t_p_120_1176\pages\000450_00000450.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000450_00000450.txt
t_p_120_1176:t_p_120_1176_p000451,t_p_120_1176,T.P. 120/1176,25-21-00,451,1388,,,t_p_120_1176,000451,http://localhost:8080/rescarta/t_p_120_1176/000451,http://localhost:8080/rescarta/t_p_120_1176/000451,local_data\rescarta_exports\t_p_120_1176\pages\000451_00000451.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000451_00000451.txt
t_p_120_1176:t_p_120_1176_p000452,t_p_120_1176,T.P. 120/1176,25-21-00,452,1389,,,t_p_120_1176,000452,http://localhost:8080/rescarta/t_p_120_1176/000452,http://localhost:8080/rescarta/t_p_120_1176/000452,local_data\rescarta_exports\t_p_120_1176\pages\000452_00000452.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000452_00000452.txt
t_p_120_1176:t_p_120_1176_p000453,t_p_120_1176,T.P. 120/1176,25-21-00,453,1390,,,t_p_120_1176,000453,http://localhost:8080/rescarta/t_p_120_1176/000453,http://localhost:8080/rescarta/t_p_120_1176/000453,local_data\rescarta_exports\t_p_120_1176\pages\000453_00000453.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000453_00000453.txt
t_p_120_1176:t_p_120_1176_p000454,t_p_120_1176,T.P. 120/1176,25-21-00,454,1391,,,t_p_120_1176,000454,http://localhost:8080/rescarta/t_p_120_1176/000454,http://localhost:8080/rescarta/t_p_120_1176/000454,local_data\rescarta_exports\t_p_120_1176\pages\000454_00000454.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000454_00000454.txt
t_p_120_1176:t_p_120_1176_p000455,t_p_120_1176,T.P. 120/1176,25-21-00,455,1392,,,t_p_120_1176,000455,http://localhost:8080/rescarta/t_p_120_1176/000455,http://localhost:8080/rescarta/t_p_120_1176/000455,local_data\rescarta_exports\t_p_120_1176\pages\000455_00000455.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000455_00000455.txt
t_p_120_1176:t_p_120_1176_p000456,t_p_120_1176,T.P. 120/1176,25-21-00,456,1393,,,t_p_120_1176,000456,http://localhost:8080/rescarta/t_p_120_1176/000456,http://localhost:8080/rescarta/t_p_120_1176/000456,local_data\rescarta_exports\t_p_120_1176\pages\000456_00000456.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000456_00000456.txt
t_p_120_1176:t_p_120_1176_p000457,t_p_120_1176,T.P. 120/1176,25-21-00,457,1394,,,t_p_120_1176,000457,http://localhost:8080/rescarta/t_p_120_1176/000457,http://localhost:8080/rescarta/t_p_120_1176/000457,local_data\rescarta_exports\t_p_120_1176\pages\000457_00000457.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000457_00000457.txt
t_p_120_1176:t_p_120_1176_p000458,t_p_120_1176,T.P. 120/1176,25-21-00,458,1395,,,t_p_120_1176,000458,http://localhost:8080/rescarta/t_p_120_1176/000458,http://localhost:8080/rescarta/t_p_120_1176/000458,local_data\rescarta_exports\t_p_120_1176\pages\000458_00000458.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000458_00000458.txt
t_p_120_1176:t_p_120_1176_p000459,t_p_120_1176,T.P. 120/1176,25-21-00,459,1396,,,t_p_120_1176,000459,http://localhost:8080/rescarta/t_p_120_1176/000459,http://localhost:8080/rescarta/t_p_120_1176/000459,local_data\rescarta_exports\t_p_120_1176\pages\000459_00000459.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000459_00000459.txt
t_p_120_1176:t_p_120_1176_p000460,t_p_120_1176,T.P. 120/1176,25-21-00,460,1397,,,t_p_120_1176,000460,http://localhost:8080/rescarta/t_p_120_1176/000460,http://localhost:8080/rescarta/t_p_120_1176/000460,local_data\rescarta_exports\t_p_120_1176\pages\000460_00000460.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000460_00000460.txt
t_p_120_1176:t_p_120_1176_p000461,t_p_120_1176,T.P. 120/1176,25-21-00,461,1398,,,t_p_120_1176,000461,http://localhost:8080/rescarta/t_p_120_1176/000461,http://localhost:8080/rescarta/t_p_120_1176/000461,local_data\rescarta_exports\t_p_120_1176\pages\000461_00000461.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000461_00000461.txt
t_p_120_1176:t_p_120_1176_p000462,t_p_120_1176,T.P. 120/1176,25-21-00,462,1399,,,t_p_120_1176,000462,http://localhost:8080/rescarta/t_p_120_1176/000462,http://localhost:8080/rescarta/t_p_120_1176/000462,local_data\rescarta_exports\t_p_120_1176\pages\000462_00000462.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000462_00000462.txt
t_p_120_1176:t_p_120_1176_p000463,t_p_120_1176,T.P. 120/1176,25-21-00,463,1400,,,t_p_120_1176,000463,http://localhost:8080/rescarta/t_p_120_1176/000463,http://localhost:8080/rescarta/t_p_120_1176/000463,local_data\rescarta_exports\t_p_120_1176\pages\000463_00000463.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000463_00000463.txt
t_p_120_1176:t_p_120_1176_p000464,t_p_120_1176,T.P. 120/1176,25-21-00,464,1401,,,t_p_120_1176,000464,http://localhost:8080/rescarta/t_p_120_1176/000464,http://localhost:8080/rescarta/t_p_120_1176/000464,local_data\rescarta_exports\t_p_120_1176\pages\000464_00000464.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000464_00000464.txt
t_p_120_1176:t_p_120_1176_p000465,t_p_120_1176,T.P. 120/1176,25-21-00,465,1402,,,t_p_120_1176,000465,http://localhost:8080/rescarta/t_p_120_1176/000465,http://localhost:8080/rescarta/t_p_120_1176/000465,local_data\rescarta_exports\t_p_120_1176\pages\000465_00000465.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000465_00000465.txt
t_p_120_1176:t_p_120_1176_p000466,t_p_120_1176,T.P. 120/1176,25-21-00,466,101,,,t_p_120_1176,000466,http://localhost:8080/rescarta/t_p_120_1176/000466,http://localhost:8080/rescarta/t_p_120_1176/000466,local_data\rescarta_exports\t_p_120_1176\pages\000466_00000466.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000466_00000466.txt
t_p_120_1176:t_p_120_1176_p000467,t_p_120_1176,T.P. 120/1176,25-21-00,467,301,,,t_p_120_1176,000467,http://localhost:8080/rescarta/t_p_120_1176/000467,http://localhost:8080/rescarta/t_p_120_1176/000467,local_data\rescarta_exports\t_p_120_1176\pages\000467_00000467.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000467_00000467.txt
t_p_120_1176:t_p_120_1176_p000468,t_p_120_1176,T.P. 120/1176,25-21-00,468,302,,,t_p_120_1176,000468,http://localhost:8080/rescarta/t_p_120_1176/000468,http://localhost:8080/rescarta/t_p_120_1176/000468,local_data\rescarta_exports\t_p_120_1176\pages\000468_00000468.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000468_00000468.txt
t_p_120_1176:t_p_120_1176_p000469,t_p_120_1176,T.P. 120/1176,25-21-00,469,303,,,t_p_120_1176,000469,http://localhost:8080/rescarta/t_p_120_1176/000469,http://localhost:8080/rescarta/t_p_120_1176/000469,local_data\rescarta_exports\t_p_120_1176\pages\000469_00000469.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000469_00000469.txt
t_p_120_1176:t_p_120_1176_p000470,t_p_120_1176,T.P. 120/1176,25-21-00,470,401,,,t_p_120_1176,000470,http://localhost:8080/rescarta/t_p_120_1176/000470,http://localhost:8080/rescarta/t_p_120_1176/000470,local_data\rescarta_exports\t_p_120_1176\pages\000470_00000470.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000470_00000470.txt
t_p_120_1176:t_p_120_1176_p000471,t_p_120_1176,T.P. 120/1176,25-21-00,471,402,,,t_p_120_1176,000471,http://localhost:8080/rescarta/t_p_120_1176/000471,http://localhost:8080/rescarta/t_p_120_1176/000471,local_data\rescarta_exports\t_p_120_1176\pages\000471_00000471.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000471_00000471.txt
t_p_120_1176:t_p_120_1176_p000472,t_p_120_1176,T.P. 120/1176,25-21-00,472,403,,CONTENTS,t_p_120_1176,000472,http://localhost:8080/rescarta/t_p_120_1176/000472,http://localhost:8080/rescarta/t_p_120_1176/000472,local_data\rescarta_exports\t_p_120_1176\pages\000472_00000472.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000472_00000472.txt
t_p_120_1176:t_p_120_1176_p000473,t_p_120_1176,T.P. 120/1176,25-21-00,473,404,,,t_p_120_1176,000473,http://localhost:8080/rescarta/t_p_120_1176/000473,http://localhost:8080/rescarta/t_p_120_1176/000473,local_data\rescarta_exports\t_p_120_1176\pages\000473_00000473.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000473_00000473.txt
t_p_120_1176:t_p_120_1176_p000474,t_p_120_1176,T.P. 120/1176,25-21-00,474,501,,,t_p_120_1176,000474,http://localhost:8080/rescarta/t_p_120_1176/000474,http://localhost:8080/rescarta/t_p_120_1176/000474,local_data\rescarta_exports\t_p_120_1176\pages\000474_00000474.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000474_00000474.txt
t_p_120_1176:t_p_120_1176_p000475,t_p_120_1176,T.P. 120/1176,25-21-00,475,601,,,t_p_120_1176,000475,http://localhost:8080/rescarta/t_p_120_1176/000475,http://localhost:8080/rescarta/t_p_120_1176/000475,local_data\rescarta_exports\t_p_120_1176\pages\000475_00000475.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000475_00000475.txt
t_p_120_1176:t_p_120_1176_p000476,t_p_120_1176,T.P. 120/1176,25-21-00,476,602,,,t_p_120_1176,000476,http://localhost:8080/rescarta/t_p_120_1176/000476,http://localhost:8080/rescarta/t_p_120_1176/000476,local_data\rescarta_exports\t_p_120_1176\pages\000476_00000476.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000476_00000476.txt
t_p_120_1176:t_p_120_1176_p000477,t_p_120_1176,T.P. 120/1176,25-21-00,477,603,,,t_p_120_1176,000477,http://localhost:8080/rescarta/t_p_120_1176/000477,http://localhost:8080/rescarta/t_p_120_1176/000477,local_data\rescarta_exports\t_p_120_1176\pages\000477_00000477.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000477_00000477.txt
t_p_120_1176:t_p_120_1176_p000478,t_p_120_1176,T.P. 120/1176,51-70-01,478,604,,,t_p_120_1176,000478,http://localhost:8080/rescarta/t_p_120_1176/000478,http://localhost:8080/rescarta/t_p_120_1176/000478,local_data\rescarta_exports\t_p_120_1176\pages\000478_00000478.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000478_00000478.txt
t_p_120_1176:t_p_120_1176_p000479,t_p_120_1176,T.P. 120/1176,25-21-00,479,605,,,t_p_120_1176,000479,http://localhost:8080/rescarta/t_p_120_1176/000479,http://localhost:8080/rescarta/t_p_120_1176/000479,local_data\rescarta_exports\t_p_120_1176\pages\000479_00000479.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000479_00000479.txt
t_p_120_1176:t_p_120_1176_p000480,t_p_120_1176,T.P. 120/1176,25-21-00,480,606,,,t_p_120_1176,000480,http://localhost:8080/rescarta/t_p_120_1176/000480,http://localhost:8080/rescarta/t_p_120_1176/000480,local_data\rescarta_exports\t_p_120_1176\pages\000480_00000480.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000480_00000480.txt
t_p_120_1176:t_p_120_1176_p000481,t_p_120_1176,T.P. 120/1176,25-21-00,481,607,,,t_p_120_1176,000481,http://localhost:8080/rescarta/t_p_120_1176/000481,http://localhost:8080/rescarta/t_p_120_1176/000481,local_data\rescarta_exports\t_p_120_1176\pages\000481_00000481.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000481_00000481.txt
t_p_120_1176:t_p_120_1176_p000482,t_p_120_1176,T.P. 120/1176,25-21-00,482,608,,,t_p_120_1176,000482,http://localhost:8080/rescarta/t_p_120_1176/000482,http://localhost:8080/rescarta/t_p_120_1176/000482,local_data\rescarta_exports\t_p_120_1176\pages\000482_00000482.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000482_00000482.txt
t_p_120_1176:t_p_120_1176_p000483,t_p_120_1176,T.P. 120/1176,51-70-01,483,609,,,t_p_120_1176,000483,http://localhost:8080/rescarta/t_p_120_1176/000483,http://localhost:8080/rescarta/t_p_120_1176/000483,local_data\rescarta_exports\t_p_120_1176\pages\000483_00000483.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000483_00000483.txt
t_p_120_1176:t_p_120_1176_p000484,t_p_120_1176,T.P. 120/1176,51-70-01,484,610,,,t_p_120_1176,000484,http://localhost:8080/rescarta/t_p_120_1176/000484,http://localhost:8080/rescarta/t_p_120_1176/000484,local_data\rescarta_exports\t_p_120_1176\pages\000484_00000484.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000484_00000484.txt
t_p_120_1176:t_p_120_1176_p000485,t_p_120_1176,T.P. 120/1176,51-25-00,485,611,,,t_p_120_1176,000485,http://localhost:8080/rescarta/t_p_120_1176/000485,http://localhost:8080/rescarta/t_p_120_1176/000485,local_data\rescarta_exports\t_p_120_1176\pages\000485_00000485.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000485_00000485.txt
t_p_120_1176:t_p_120_1176_p000486,t_p_120_1176,T.P. 120/1176,51-25-00,486,612,,,t_p_120_1176,000486,http://localhost:8080/rescarta/t_p_120_1176/000486,http://localhost:8080/rescarta/t_p_120_1176/000486,local_data\rescarta_exports\t_p_120_1176\pages\000486_00000486.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000486_00000486.txt
t_p_120_1176:t_p_120_1176_p000487,t_p_120_1176,T.P. 120/1176,51-25-00,487,613,,,t_p_120_1176,000487,http://localhost:8080/rescarta/t_p_120_1176/000487,http://localhost:8080/rescarta/t_p_120_1176/000487,local_data\rescarta_exports\t_p_120_1176\pages\000487_00000487.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000487_00000487.txt
t_p_120_1176:t_p_120_1176_p000488,t_p_120_1176,T.P. 120/1176,51-21-05,488,614,,,t_p_120_1176,000488,http://localhost:8080/rescarta/t_p_120_1176/000488,http://localhost:8080/rescarta/t_p_120_1176/000488,local_data\rescarta_exports\t_p_120_1176\pages\000488_00000488.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000488_00000488.txt
t_p_120_1176:t_p_120_1176_p000489,t_p_120_1176,T.P. 120/1176,25-21-00,489,615,,,t_p_120_1176,000489,http://localhost:8080/rescarta/t_p_120_1176/000489,http://localhost:8080/rescarta/t_p_120_1176/000489,local_data\rescarta_exports\t_p_120_1176\pages\000489_00000489.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000489_00000489.txt
t_p_120_1176:t_p_120_1176_p000490,t_p_120_1176,T.P. 120/1176,25-21-00,490,616,,,t_p_120_1176,000490,http://localhost:8080/rescarta/t_p_120_1176/000490,http://localhost:8080/rescarta/t_p_120_1176/000490,local_data\rescarta_exports\t_p_120_1176\pages\000490_00000490.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000490_00000490.txt
t_p_120_1176:t_p_120_1176_p000491,t_p_120_1176,T.P. 120/1176,25-21-00,491,617,,,t_p_120_1176,000491,http://localhost:8080/rescarta/t_p_120_1176/000491,http://localhost:8080/rescarta/t_p_120_1176/000491,local_data\rescarta_exports\t_p_120_1176\pages\000491_00000491.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000491_00000491.txt
t_p_120_1176:t_p_120_1176_p000492,t_p_120_1176,T.P. 120/1176,25-21-00,492,618,,,t_p_120_1176,000492,http://localhost:8080/rescarta/t_p_120_1176/000492,http://localhost:8080/rescarta/t_p_120_1176/000492,local_data\rescarta_exports\t_p_120_1176\pages\000492_00000492.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000492_00000492.txt
t_p_120_1176:t_p_120_1176_p000493,t_p_120_1176,T.P. 120/1176,25-21-00,493,619,,,t_p_120_1176,000493,http://localhost:8080/rescarta/t_p_120_1176/000493,http://localhost:8080/rescarta/t_p_120_1176/000493,local_data\rescarta_exports\t_p_120_1176\pages\000493_00000493.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000493_00000493.txt
t_p_120_1176:t_p_120_1176_p000494,t_p_120_1176,T.P. 120/1176,25-21-00,494,620,,,t_p_120_1176,000494,http://localhost:8080/rescarta/t_p_120_1176/000494,http://localhost:8080/rescarta/t_p_120_1176/000494,local_data\rescarta_exports\t_p_120_1176\pages\000494_00000494.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000494_00000494.txt
t_p_120_1176:t_p_120_1176_p000495,t_p_120_1176,T.P. 120/1176,25-21-00,495,621,,,t_p_120_1176,000495,http://localhost:8080/rescarta/t_p_120_1176/000495,http://localhost:8080/rescarta/t_p_120_1176/000495,local_data\rescarta_exports\t_p_120_1176\pages\000495_00000495.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000495_00000495.txt
t_p_120_1176:t_p_120_1176_p000496,t_p_120_1176,T.P. 120/1176,25-21-00,496,622,,,t_p_120_1176,000496,http://localhost:8080/rescarta/t_p_120_1176/000496,http://localhost:8080/rescarta/t_p_120_1176/000496,local_data\rescarta_exports\t_p_120_1176\pages\000496_00000496.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000496_00000496.txt
t_p_120_1176:t_p_120_1176_p000497,t_p_120_1176,T.P. 120/1176,25-21-00,497,623,,,t_p_120_1176,000497,http://localhost:8080/rescarta/t_p_120_1176/000497,http://localhost:8080/rescarta/t_p_120_1176/000497,local_data\rescarta_exports\t_p_120_1176\pages\000497_00000497.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000497_00000497.txt
t_p_120_1176:t_p_120_1176_p000498,t_p_120_1176,T.P. 120/1176,25-21-00,498,624,,,t_p_120_1176,000498,http://localhost:8080/rescarta/t_p_120_1176/000498,http://localhost:8080/rescarta/t_p_120_1176/000498,local_data\rescarta_exports\t_p_120_1176\pages\000498_00000498.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000498_00000498.txt
t_p_120_1176:t_p_120_1176_p000499,t_p_120_1176,T.P. 120/1176,25-21-00,499,625,,,t_p_120_1176,000499,http://localhost:8080/rescarta/t_p_120_1176/000499,http://localhost:8080/rescarta/t_p_120_1176/000499,local_data\rescarta_exports\t_p_120_1176\pages\000499_00000499.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000499_00000499.txt
t_p_120_1176:t_p_120_1176_p000500,t_p_120_1176,T.P. 120/1176,25-21-00,500,626,,,t_p_120_1176,000500,http://localhost:8080/rescarta/t_p_120_1176/000500,http://localhost:8080/rescarta/t_p_120_1176/000500,local_data\rescarta_exports\t_p_120_1176\pages\000500_00000500.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000500_00000500.txt
t_p_120_1176:t_p_120_1176_p000501,t_p_120_1176,T.P. 120/1176,25-21-00,501,627,,,t_p_120_1176,000501,http://localhost:8080/rescarta/t_p_120_1176/000501,http://localhost:8080/rescarta/t_p_120_1176/000501,local_data\rescarta_exports\t_p_120_1176\pages\000501_00000501.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000501_00000501.txt
t_p_120_1176:t_p_120_1176_p000502,t_p_120_1176,T.P. 120/1176,25-21-00,502,628,,,t_p_120_1176,000502,http://localhost:8080/rescarta/t_p_120_1176/000502,http://localhost:8080/rescarta/t_p_120_1176/000502,local_data\rescarta_exports\t_p_120_1176\pages\000502_00000502.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000502_00000502.txt
t_p_120_1176:t_p_120_1176_p000503,t_p_120_1176,T.P. 120/1176,25-21-00,503,629,,,t_p_120_1176,000503,http://localhost:8080/rescarta/t_p_120_1176/000503,http://localhost:8080/rescarta/t_p_120_1176/000503,local_data\rescarta_exports\t_p_120_1176\pages\000503_00000503.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000503_00000503.txt
t_p_120_1176:t_p_120_1176_p000504,t_p_120_1176,T.P. 120/1176,25-21-00,504,630,,,t_p_120_1176,000504,http://localhost:8080/rescarta/t_p_120_1176/000504,http://localhost:8080/rescarta/t_p_120_1176/000504,local_data\rescarta_exports\t_p_120_1176\pages\000504_00000504.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000504_00000504.txt
t_p_120_1176:t_p_120_1176_p000505,t_p_120_1176,T.P. 120/1176,25-21-00,505,701,,,t_p_120_1176,000505,http://localhost:8080/rescarta/t_p_120_1176/000505,http://localhost:8080/rescarta/t_p_120_1176/000505,local_data\rescarta_exports\t_p_120_1176\pages\000505_00000505.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000505_00000505.txt
t_p_120_1176:t_p_120_1176_p000506,t_p_120_1176,T.P. 120/1176,25-21-00,506,702,,,t_p_120_1176,000506,http://localhost:8080/rescarta/t_p_120_1176/000506,http://localhost:8080/rescarta/t_p_120_1176/000506,local_data\rescarta_exports\t_p_120_1176\pages\000506_00000506.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000506_00000506.txt
t_p_120_1176:t_p_120_1176_p000507,t_p_120_1176,T.P. 120/1176,25-21-00,507,703,,,t_p_120_1176,000507,http://localhost:8080/rescarta/t_p_120_1176/000507,http://localhost:8080/rescarta/t_p_120_1176/000507,local_data\rescarta_exports\t_p_120_1176\pages\000507_00000507.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000507_00000507.txt
t_p_120_1176:t_p_120_1176_p000508,t_p_120_1176,T.P. 120/1176,25-21-00,508,508,,,t_p_120_1176,000508,http://localhost:8080/rescarta/t_p_120_1176/000508,http://localhost:8080/rescarta/t_p_120_1176/000508,local_data\rescarta_exports\t_p_120_1176\pages\000508_00000508.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000508_00000508.txt
t_p_120_1176:t_p_120_1176_p000509,t_p_120_1176,T.P. 120/1176,25-21-00,509,1,,CONTENTS,t_p_120_1176,000509,http://localhost:8080/rescarta/t_p_120_1176/000509,http://localhost:8080/rescarta/t_p_120_1176/000509,local_data\rescarta_exports\t_p_120_1176\pages\000509_00000509.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000509_00000509.txt
