source_link_id,manual_id,publication_number,ata_code,page_sequence,page_label,page_type,title,rescarta_object_id,rescarta_page_id,rescarta_url,source_url,tiff_path,ocr_text_path
t_p_120_1176:t_p_120_1176_p000148,t_p_120_1176,T.P. 120/1176,25-21-00,148,1105,,,t_p_120_1176,000148,http://localhost:8080/rescarta/t_p_120_1176/000148,http://localhost:8080/rescarta/t_p_120_1176/000148,local_data\rescarta_exports\t_p_120_1176\pages\000148_00000148.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000148_00000148.txt
t_p_120_1176:t_p_120_1176_p000149,t_p_120_1176,T.P. 120/1176,25-21-00,149,1106,,,t_p_120_1176,000149,http://localhost:8080/rescarta/t_p_120_1176/000149,http://localhost:8080/rescarta/t_p_120_1176/000149,local_data\rescarta_exports\t_p_120_1176\pages\000149_00000149.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000149_00000149.txt
t_p_120_1176:t_p_120_1176_p000150,t_p_120_1176,T.P. 120/1176,25-21-00,150,1107,,,t_p_120_1176,000150,http://localhost:8080/rescarta/t_p_120_1176/000150,http://localhost:8080/rescarta/t_p_120_1176/000150,local_data\rescarta_exports\t_p_120_1176\pages\000150_00000150.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000150_00000150.txt
t_p_120_1176:t_p_120_1176_p000151,t_p_120_1176,T.P. 120/1176,25-21-00,151,1108,,,t_p_120_1176,000151,http://localhost:8080/rescarta/t_p_120_1176/000151,http://localhost:8080/rescarta/t_p_120_1176/000151,local_data\rescarta_exports\t_p_120_1176\pages\000151_00000151.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000151_00000151.txt
t_p_120_1176:t_p_120_1176_p000152,t_p_120_1176,T.P. 120/1176,25-21-00,152,1109,,,t_p_120_1176,000152,http://localhost:8080/rescarta/t_p_120_1176/000152,http://localhost:8080/rescarta/t_p_120_1176/000152,local_data\rescarta_exports\t_p_120_1176\pages\000152_00000152.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000152_00000152.txt
t_p_120_1176:t_p_120_1176_p000153,t_p_120_1176,T.P. 120/1176,25-21-00,153,1110,,,t_p_120_1176,000153,http://localhost:8080/rescarta/t_p_120_1176/000153,http://localhost:8080/rescarta/t_p_120_1176/000153,local_data\rescarta_exports\t_p_120_1176\pages\000153_00000153.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000153_00000153.txt
t_p_120_1176:t_p_120_1176_p000154,t_p_120_1176,T.P. 120/1176,25-21-00,154,1111,,,t_p_120_1176,000154,http://localhost:8080/rescarta/t_p_120_1176/000154,http://localhost:8080/rescarta/t_p_120_1176/000154,local_data\rescarta_exports\t_p_120_1176\pages\000154_00000154.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000154_00000154.txt
t_p_120_1176:t_p_120_1176_p000155,t_p_120_1176,T.P. 120/1176,25-21-00,155,1112,,,t_p_120_1176,000155,http://localhost:8080/rescarta/t_p_120_1176/000155,http://localhost:8080/rescarta/t_p_120_1176/000155,local_data\rescarta_exports\t_p_120_1176\pages\000155_00000155.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000155_00000155.txt
t_p_120_1176:t_p_120_1176_p000156,t_p_120_1176,T.P. 120/1176,25-21-00,156,1113,,,t_p_120_1176,000156,http://localhost:8080/rescarta/t_p_120_1176/000156,http://localhost:8080/rescarta/t_p_120_1176/000156,local_data\rescarta_exports\t_p_120_1176\pages\000156_00000156.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000156_00000156.txt
t_p_120_1176:t_p_120_1176_p000157,t_p_120_1176,T.P. 120/1176,25-21-00,157,1114,,,t_p_120_1176,000157,http://localhost:8080/rescarta/t_p_120_1176/000157,http://localhost:8080/rescarta/t_p_120_1176/000157,local_data\rescarta_exports\t_p_120_1176\pages\000157_00000157.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000157_00000157.txt
t_p_120_1176:t_p_120_1176_p000158,t_p_120_1176,T.P. 120/1176,25-21-00,158,1115,,,t_p_120_1176,000158,http://localhost:8080/rescarta/t_p_120_1176/000158,http://localhost:8080/rescarta/t_p_120_1176/000158,local_data\rescarta_exports\t_p_120_1176\pages\000158_00000158.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000158_00000158.txt
t_p_120_1176:t_p_120_1176_p000159,t_p_120_1176,T.P. 120/1176,25-21-00,159,1116,,,t_p_120_1176,000159,http://localhost:8080/rescarta/t_p_120_1176/000159,http://localhost:8080/rescarta/t_p_120_1176/000159,local_data\rescarta_exports\t_p_120_1176\pages\000159_00000159.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000159_00000159.txt
t_p_120_1176:t_p_120_1176_p000160,t_p_120_1176,T.P. 120/1176,25-21-00,160,1117,,,t_p_120_1176,000160,http://localhost:8080/rescarta/t_p_120_1176/000160,http://localhost:8080/rescarta/t_p_120_1176/000160,local_data\rescarta_exports\t_p_120_1176\pages\000160_00000160.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000160_00000160.txt
t_p_120_1176:t_p_120_1176_p000161,t_p_120_1176,T.P. 120/1176,25-21-00,161,1118,,,t_p_120_1176,000161,http://localhost:8080/rescarta/t_p_120_1176/000161,http://localhost:8080/rescarta/t_p_120_1176/000161,local_data\rescarta_exports\t_p_120_1176\pages\000161_00000161.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000161_00000161.txt
t_p_120_1176:t_p_120_1176_p000162,t_p_120_1176,T.P. 120/1176,25-21-00,162,1119,,,t_p_120_1176,000162,http://localhost:8080/rescarta/t_p_120_1176/000162,http://localhost:8080/rescarta/t_p_120_1176/000162,local_data\rescarta_exports\t_p_120_1176\pages\000162_00000162.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000162_00000162.txt
t_p_120_1176:t_p_120_1176_p000163,t_p_120_1176,T.P. 120/1176,25-21-00,163,1120,,,t_p_120_1176,000163,http://localhost:8080/rescarta/t_p_120_1176/000163,http://localhost:8080/rescarta/t_p_120_1176/000163,local_data\rescarta_exports\t_p_120_1176\pages\000163_00000163.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000163_00000163.txt
t_p_120_1176:t_p_120_1176_p000164,t_p_120_1176,T.P. 120/1176,25-21-00,164,1121,,,t_p_120_1176,000164,http://localhost:8080/rescarta/t_p_120_1176/000164,http://localhost:8080/rescarta/t_p_120_1176/000164,local_data\rescarta_exports\t_p_120_1176\pages\000164_00000164.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000164_00000164.txt
t_p_120_1176:t_p_120_1176_p000165,t_p_120_1176,T.P. 120/1176,25-21-00,165,1122,,,t_p_120_1176,000165,http://localhost:8080/rescarta/t_p_120_1176/000165,http://localhost:8080/rescarta/t_p_120_1176/000165,local_data\rescarta_exports\t_p_120_1176\pages\000165_00000165.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000165_00000165.txt
t_p_120_1176:t_p_120_1176_p000166,t_p_120_1176,T.P. 120/1176,25-21-00,166,1123,,,t_p_120_1176,000166,http://localhost:8080/rescarta/t_p_120_1176/000166,http://localhost:8080/rescarta/t_p_120_1176/000166,local_data\rescarta_exports\t_p_120_1176\pages\000166_00000166.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000166_00000166.txt
t_p_120_1176:t_p_120_1176_p000167,t_p_120_1176,T.P. 120/1176,25-21-00,167,1124,,,t_p_120_1176,000167,http://localhost:8080/rescarta/t_p_120_1176/000167,http://localhost:8080/rescarta/t_p_120_1176/000167,local_data\rescarta_exports\t_p_120_1176\pages\000167_00000167.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000167_00000167.txt
t_p_120_1176:t_p_120_1176_p000168,t_p_120_1176,T.P. 120/1176,25-21-00,168,1125,,,t_p_120_1176,000168,http://localhost:8080/rescarta/t_p_120_1176/000168,http://localhost:8080/rescarta/t_p_120_1176/000168,local_data\rescarta_exports\t_p_120_1176\pages\000168_00000168.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000168_00000168.txt
t_p_120_1176:t_p_120_1176_p000169,t_p_120_1176,T.P. 120/1176,25-21-00,169,1126,,,t_p_120_1176,000169,http://localhost:8080/rescarta/t_p_120_1176/000169,http://localhost:8080/rescarta/t_p_120_1176/000169,local_data\rescarta_exports\t_p_120_1176\pages\000169_00000169.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000169_00000169.txt
t_p_120_1176:t_p_120_1176_p000170,t_p_120_1176,T.P. 120/1176,25-21-00,170,1127,,,t_p_120_1176,000170,http://localhost:8080/rescarta/t_p_120_1176/000170,http://localhost:8080/rescarta/t_p_120_1176/000170,local_data\rescarta_exports\t_p_120_1176\pages\000170_00000170.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000170_00000170.txt
t_p_120_1176:t_p_120_1176_p000171,t_p_120_1176,T.P. 120/1176,25-21-00,171,1128,,,t_p_120_1176,000171,http://localhost:8080/rescarta/t_p_120_1176/000171,http://localhost:8080/rescarta/t_p_120_1176/000171,local_data\rescarta_exports\t_p_120_1176\pages\000171_00000171.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000171_00000171.txt
t_p_120_1176:t_p_120_1176_p000172,t_p_120_1176,T.P. 120/1176,25-21-00,172,1129,,,t_p_120_1176,000172,http://localhost:8080/rescarta/t_p_120_1176/000172,http://localhost:8080/rescarta/t_p_120_1176/000172,local_data\rescarta_exports\t_p_120_1176\pages\000172_00000172.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000172_00000172.txt
t_p_120_1176:t_p_120_1176_p000173,t_p_120_1176,T.P. 120/1176,25-21-00,173,1130,,,t_p_120_1176,000173,http://localhost:8080/rescarta/t_p_120_1176/000173,http://localhost:8080/rescarta/t_p_120_1176/000173,local_data\rescarta_exports\t_p_120_1176\pages\000173_00000173.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000173_00000173.txt
t_p_120_1176:t_p_120_1176_p000174,t_p_120_1176,T.P. 120/1176,25-21-00,174,1131,,,t_p_120_1176,000174,http://localhost:8080/rescarta/t_p_120_1176/000174,http://localhost:8080/rescarta/t_p_120_1176/000174,local_data\rescarta_exports\t_p_120_1176\pages\000174_00000174.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000174_00000174.txt
t_p_120_1176:t_p_120_1176_p000175,t_p_120_1176,T.P. 120/1176,25-21-00,175,1132,,,t_p_120_1176,000175,http://localhost:8080/rescarta/t_p_120_1176/000175,http://localhost:8080/rescarta/t_p_120_1176/000175,local_data\rescarta_exports\t_p_120_1176\pages\000175_00000175.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000175_00000175.txt
t_p_120_1176:t_p_120_1176_p000176,t_p_120_1176,T.P. 120/1176,25-21-00,176,1133,,,t_p_120_1176,000176,http://localhost:8080/rescarta/t_p_120_1176/000176,http://localhost:8080/rescarta/t_p_120_1176/000176,local_data\rescarta_exports\t_p_120_1176\pages\000176_00000176.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000176_00000176.txt
t_p_120_1176:t_p_120_1176_p000177,t_p_120_1176,T.P. 120/1176,25-21-00,177,1134,,,t_p_120_1176,000177,http://localhost:8080/rescarta/t_p_120_1176/000177,http://localhost:8080/rescarta/t_p_120_1176/000177,local_data\rescarta_exports\t_p_120_1176\pages\000177_00000177.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000177_00000177.txt
t_p_120_1176:t_p_120_1176_p000178,t_p_120_1176,T.P. 120/1176,25-21-00,178,1135,,,t_p_120_1176,000178,http://localhost:8080/rescarta/t_p_120_1176/000178,http://localhost:8080/rescarta/t_p_120_1176/000178,local_data\rescarta_exports\t_p_120_1176\pages\000178_00000178.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000178_00000178.txt
t_p_120_1176:t_p_120_1176_p000179,t_p_120_1176,T.P. 120/1176,25-21-00,179,1136,,,t_p_120_1176,000179,http://localhost:8080/rescarta/t_p_120_1176/000179,http://localhost:8080/rescarta/t_p_120_1176/000179,local_data\rescarta_exports\t_p_120_1176\pages\000179_00000179.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000179_00000179.txt
t_p_120_1176:t_p_120_1176_p000180,t_p_120_1176,T.P. 120/1176,25-21-00,180,1137,,,t_p_120_1176,000180,http://localhost:8080/rescarta/t_p_120_1176/000180,http://localhost:8080/rescarta/t_p_120_1176/000180,local_data\rescarta_exports\t_p_120_1176\pages\000180_00000180.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000180_00000180.txt
t_p_120_1176:t_p_120_1176_p000181,t_p_120_1176,T.P. 120/1176,25-21-00,181,1138,,,t_p_120_1176,000181,http://localhost:8080/rescarta/t_p_120_1176/000181,http://localhost:8080/rescarta/t_p_120_1176/000181,local_data\rescarta_exports\t_p_120_1176\pages\000181_00000181.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000181_00000181.txt
t_p_120_1176:t_p_120_1176_p000182,t_p_120_1176,T.P. 120/1176,25-21-00,182,1139,,,t_p_120_1176,000182,http://localhost:8080/rescarta/t_p_120_1176/000182,http://localhost:8080/rescarta/t_p_120_1176/000182,local_data\rescarta_exports\t_p_120_1176\pages\000182_00000182.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000182_00000182.txt
t_p_120_1176:t_p_120_1176_p000183,t_p_120_1176,T.P. 120/1176,25-21-00,183,1140,,,t_p_120_1176,000183,http://localhost:8080/rescarta/t_p_120_1176/000183,http://localhost:8080/rescarta/t_p_120_1176/000183,local_data\rescarta_exports\t_p_120_1176\pages\000183_00000183.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000183_00000183.txt
t_p_120_1176:t_p_120_1176_p000184,t_p_120_1176,T.P. 120/1176,25-21-00,184,184,,,t_p_120_1176,000184,http://localhost:8080/rescarta/t_p_120_1176/000184,http://localhost:8080/rescarta/t_p_120_1176/000184,local_data\rescarta_exports\t_p_120_1176\pages\000184_00000184.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000184_00000184.txt
t_p_120_1176:t_p_120_1176_p000185,t_p_120_1176,T.P. 120/1176,25-21-00,185,185,,,t_p_120_1176,000185,http://localhost:8080/rescarta/t_p_120_1176/000185,http://localhost:8080/rescarta/t_p_120_1176/000185,local_data\rescarta_exports\t_p_120_1176\pages\000185_00000185.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000185_00000185.txt
t_p_120_1176:t_p_120_1176_p000186,t_p_120_1176,T.P. 120/1176,25-21-00,186,1140c/d,,,t_p_120_1176,000186,http://localhost:8080/rescarta/t_p_120_1176/000186,http://localhost:8080/rescarta/t_p_120_1176/000186,local_data\rescarta_exports\t_p_120_1176\pages\000186_00000186.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000186_00000186.txt
t_p_120_1176:t_p_120_1176_p000187,t_p_120_1176,T.P. 120/1176,25-21-00,187,187,,,t_p_120_1176,000187,http://localhost:8080/rescarta/t_p_120_1176/000187,http://localhost:8080/rescarta/t_p_120_1176/000187,local_data\rescarta_exports\t_p_120_1176\pages\000187_00000187.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000187_00000187.txt
t_p_120_1176:t_p_120_1176_p000188,t_p_120_1176,T.P. 120/1176,25-21-00,188,1141,,,t_p_120_1176,000188,http://localhost:8080/rescarta/t_p_120_1176/000188,http://localhost:8080/rescarta/t_p_120_1176/000188,local_data\rescarta_exports\t_p_120_1176\pages\000188_00000188.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000188_00000188.txt
t_p_120_1176:t_p_120_1176_p000189,t_p_120_1176,T.P. 120/1176,25-21-00,189,1142,,,t_p_120_1176,000189,http://localhost:8080/rescarta/t_p_120_1176/000189,http://localhost:8080/rescarta/t_p_120_1176/000189,local_data\rescarta_exports\t_p_120_1176\pages\000189_00000189.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000189_00000189.txt
t_p_120_1176:t_p_120_1176_p000190,t_p_120_1176,T.P. 120/1176,25-21-00,190,1143,,,t_p_120_1176,000190,http://localhost:8080/rescarta/t_p_120_1176/000190,http://localhost:8080/rescarta/t_p_120_1176/000190,local_data\rescarta_exports\t_p_120_1176\pages\000190_00000190.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000190_00000190.txt
t_p_120_1176:t_p_120_1176_p000191,t_p_120_1176,T.P. 120/1176,25-21-00,191,1144,,,t_p_120_1176,000191,http://localhost:8080/rescarta/t_p_120_1176/000191,http://localhost:8080/rescarta/t_p_120_1176/000191,local_data\rescarta_exports\t_p_120_1176\pages\000191_00000191.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000191_00000191.txt
t_p_120_1176:t_p_120_1176_p000192,t_p_120_1176,T.P. 120/1176,25-21-00,192,192,,,t_p_120_1176,000192,http://localhost:8080/rescarta/t_p_120_1176/000192,http://localhost:8080/rescarta/t_p_120_1176/000192,local_data\rescarta_exports\t_p_120_1176\pages\000192_00000192.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000192_00000192.txt
t_p_120_1176:t_p_120_1176_p000193,t_p_120_1176,T.P. 120/1176,25-21-00,193,193,,,t_p_120_1176,000193,http://localhost:8080/rescarta/t_p_120_1176/000193,http://localhost:8080/rescarta/t_p_120_1176/000193,local_data\rescarta_exports\t_p_120_1176\pages\000193_00000193.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000193_00000193.txt
t_p_120_1176:t_p_120_1176_p000194,t_p_120_1176,T.P. 120/1176,25-21-00,194,1144c/d,,,t_p_120_1176,000194,http://localhost:8080/rescarta/t_p_120_1176/000194,http://localhost:8080/rescarta/t_p_120_1176/000194,local_data\rescarta_exports\t_p_120_1176\pages\000194_00000194.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000194_00000194.txt
t_p_120_1176:t_p_120_1176_p000195,t_p_120_1176,T.P. 120/1176,25-21-00,195,195,,,t_p_120_1176,000195,http://localhost:8080/rescarta/t_p_120_1176/000195,http://localhost:8080/rescarta/t_p_120_1176/000195,local_data\rescarta_exports\t_p_120_1176\pages\000195_00000195.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000195_00000195.txt
t_p_120_1176:t_p_120_1176_p000196,t_p_120_1176,T.P. 120/1176,25-21-00,196,1145,,,t_p_120_1176,000196,http://localhost:8080/rescarta/t_p_120_1176/000196,http://localhost:8080/rescarta/t_p_120_1176/000196,local_data\rescarta_exports\t_p_120_1176\pages\000196_00000196.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000196_00000196.txt
t_p_120_1176:t_p_120_1176_p000197,t_p_120_1176,T.P. 120/1176,25-21-00,197,1146,,,t_p_120_1176,000197,http://localhost:8080/rescarta/t_p_120_1176/000197,http://localhost:8080/rescarta/t_p_120_1176/000197,local_data\rescarta_exports\t_p_120_1176\pages\000197_00000197.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000197_00000197.txt
t_p_120_1176:t_p_120_1176_p000198,t_p_120_1176,T.P. 120/1176,25-21-00,198,198,,,t_p_120_1176,000198,http://localhost:8080/rescarta/t_p_120_1176/000198,http://localhost:8080/rescarta/t_p_120_1176/000198,local_data\rescarta_exports\t_p_120_1176\pages\000198_00000198.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000198_00000198.txt
t_p_120_1176:t_p_120_1176_p000199,t_p_120_1176,T.P. 120/1176,25-21-00,199,199,,,t_p_120_1176,000199,http://localhost:8080/rescarta/t_p_120_1176/000199,http://localhost:8080/rescarta/t_p_120_1176/000199,local_data\rescarta_exports\t_p_120_1176\pages\000199_00000199.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000199_00000199.txt
t_p_120_1176:t_p_120_1176_p000200,t_p_120_1176,T.P. 120/1176,25-21-00,200,1146c/d,,,t_p_120_1176,000200,http://localhost:8080/rescarta/t_p_120_1176/000200,http://localhost:8080/rescarta/t_p_120_1176/000200,local_data\rescarta_exports\t_p_120_1176\pages\000200_00000200.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000200_00000200.txt
t_p_120_1176:t_p_120_1176_p000201,t_p_120_1176,T.P. 120/1176,25-21-00,201,201,,,t_p_120_1176,000201,http://localhost:8080/rescarta/t_p_120_1176/000201,http://localhost:8080/rescarta/t_p_120_1176/000201,local_data\rescarta_exports\t_p_120_1176\pages\000201_00000201.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000201_00000201.txt
t_p_120_1176:t_p_120_1176_p000202,t_p_120_1176,T.P. 120/1176,25-21-00,202,1147,,,t_p_120_1176,000202,http://localhost:8080/rescarta/t_p_120_1176/000202,http://localhost:8080/rescarta/t_p_120_1176/000202,local_data\rescarta_exports\t_p_120_1176\pages\000202_00000202.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000202_00000202.txt
t_p_120_1176:t_p_120_1176_p000203,t_p_120_1176,T.P. 120/1176,25-21-00,203,1148,,,t_p_120_1176,000203,http://localhost:8080/rescarta/t_p_120_1176/000203,http://localhost:8080/rescarta/t_p_120_1176/000203,local_data\rescarta_exports\t_p_120_1176\pages\000203_00000203.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000203_00000203.txt
t_p_120_1176:t_p_120_1176_p000204,t_p_120_1176,T.P. 120/1176,25-21-00,204,1149,,,t_p_120_1176,000204,http://localhost:8080/rescarta/t_p_120_1176/000204,http://localhost:8080/rescarta/t_p_120_1176/000204,local_data\rescarta_exports\t_p_120_1176\pages\000204_00000204.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000204_00000204.txt
t_p_120_1176:t_p_120_1176_p000205,t_p_120_1176,T.P. 120/1176,25-21-00,205,1150,,,t_p_120_1176,000205,http://localhost:8080/rescarta/t_p_120_1176/000205,http://localhost:8080/rescarta/t_p_120_1176/000205,local_data\rescarta_exports\t_p_120_1176\pages\000205_00000205.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000205_00000205.txt
t_p_120_1176:t_p_120_1176_p000206,t_p_120_1176,T.P. 120/1176,25-21-00,206,1151,,,t_p_120_1176,000206,http://localhost:8080/rescarta/t_p_120_1176/000206,http://localhost:8080/rescarta/t_p_120_1176/000206,local_data\rescarta_exports\t_p_120_1176\pages\000206_00000206.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000206_00000206.txt
t_p_120_1176:t_p_120_1176_p000207,t_p_120_1176,T.P. 120/1176,25-21-00,207,1152,,,t_p_120_1176,000207,http://localhost:8080/rescarta/t_p_120_1176/000207,http://localhost:8080/rescarta/t_p_120_1176/000207,local_data\rescarta_exports\t_p_120_1176\pages\000207_00000207.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000207_00000207.txt
t_p_120_1176:t_p_120_1176_p000208,t_p_120_1176,T.P. 120/1176,25-21-00,208,1153,,,t_p_120_1176,000208,http://localhost:8080/rescarta/t_p_120_1176/000208,http://localhost:8080/rescarta/t_p_120_1176/000208,local_data\rescarta_exports\t_p_120_1176\pages\000208_00000208.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000208_00000208.txt
t_p_120_1176:t_p_120_1176_p000209,t_p_120_1176,T.P. 120/1176,25-21-00,209,1154,,,t_p_120_1176,000209,http://localhost:8080/rescarta/t_p_120_1176/000209,http://localhost:8080/rescarta/t_p_120_1176/000209,local_data\rescarta_exports\t_p_120_1176\pages\000209_00000209.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000209_00000209.txt
t_p_120_1176:t_p_120_1176_p000210,t_p_120_1176,T.P. 120/1176,25-21-00,210,1155,,,t_p_120_1176,000210,http://localhost:8080/rescarta/t_p_120_1176/000210,http://localhost:8080/rescarta/t_p_120_1176/000210,local_data\rescarta_exports\t_p_120_1176\pages\000210_00000210.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000210_00000210.txt
t_p_120_1176:t_p_120_1176_p000211,t_p_120_1176,T.P. 120/1176,25-21-00,211,1156,,,t_p_120_1176,000211,http://localhost:8080/rescarta/t_p_120_1176/000211,http://localhost:8080/rescarta/t_p_120_1176/000211,local_data\rescarta_exports\t_p_120_1176\pages\000211_00000211.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000211_00000211.txt
t_p_120_1176:t_p_120_1176_p000212,t_p_120_1176,T.P. 120/1176,25-21-00,212,1157,,,t_p_120_1176,000212,http://localhost:8080/rescarta/t_p_120_1176/000212,http://localhost:8080/rescarta/t_p_120_1176/000212,local_data\rescarta_exports\t_p_120_1176\pages\000212_00000212.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000212_00000212.txt
t_p_120_1176:t_p_120_1176_p000213,t_p_120_1176,T.P. 120/1176,25-21-00,213,1158,,,t_p_120_1176,000213,http://localhost:8080/rescarta/t_p_120_1176/000213,http://localhost:8080/rescarta/t_p_120_1176/000213,local_data\rescarta_exports\t_p_120_1176\pages\000213_00000213.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000213_00000213.txt
t_p_120_1176:t_p_120_1176_p000214,t_p_120_1176,T.P. 120/1176,25-21-00,214,214,,,t_p_120_1176,000214,http://localhost:8080/rescarta/t_p_120_1176/000214,http://localhost:8080/rescarta/t_p_120_1176/000214,local_data\rescarta_exports\t_p_120_1176\pages\000214_00000214.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000214_00000214.txt
t_p_120_1176:t_p_120_1176_p000215,t_p_120_1176,T.P. 120/1176,25-21-00,215,215,,,t_p_120_1176,000215,http://localhost:8080/rescarta/t_p_120_1176/000215,http://localhost:8080/rescarta/t_p_120_1176/000215,local_data\rescarta_exports\t_p_120_1176\pages\000215_00000215.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000215_00000215.txt
t_p_120_1176:t_p_120_1176_p000216,t_p_120_1176,T.P. 120/1176,25-21-00,216,1158c/d,,,t_p_120_1176,000216,http://localhost:8080/rescarta/t_p_120_1176/000216,http://localhost:8080/rescarta/t_p_120_1176/000216,local_data\rescarta_exports\t_p_120_1176\pages\000216_00000216.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000216_00000216.txt
t_p_120_1176:t_p_120_1176_p000217,t_p_120_1176,T.P. 120/1176,25-21-00,217,217,,,t_p_120_1176,000217,http://localhost:8080/rescarta/t_p_120_1176/000217,http://localhost:8080/rescarta/t_p_120_1176/000217,local_data\rescarta_exports\t_p_120_1176\pages\000217_00000217.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000217_00000217.txt
t_p_120_1176:t_p_120_1176_p000218,t_p_120_1176,T.P. 120/1176,25-21-00,218,1159,,,t_p_120_1176,000218,http://localhost:8080/rescarta/t_p_120_1176/000218,http://localhost:8080/rescarta/t_p_120_1176/000218,local_data\rescarta_exports\t_p_120_1176\pages\000218_00000218.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000218_00000218.txt
t_p_120_1176:t_p_120_1176_p000219,t_p_120_1176,T.P. 120/1176,25-21-00,219,1160,,,t_p_120_1176,000219,http://localhost:8080/rescarta/t_p_120_1176/000219,http://localhost:8080/rescarta/t_p_120_1176/000219,local_data\rescarta_exports\t_p_120_1176\pages\000219_00000219.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000219_00000219.txt
t_p_120_1176:t_p_120_1176_p000220,t_p_120_1176,T.P. 120/1176,25-21-00,220,1161,,,t_p_120_1176,000220,http://localhost:8080/rescarta/t_p_120_1176/000220,http://localhost:8080/rescarta/t_p_120_1176/000220,local_data\rescarta_exports\t_p_120_1176\pages\000220_00000220.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000220_00000220.txt
t_p_120_1176:t_p_120_1176_p000221,t_p_120_1176,T.P. 120/1176,25-21-00,221,1162,,,t_p_120_1176,000221,http://localhost:8080/rescarta/t_p_120_1176/000221,http://localhost:8080/rescarta/t_p_120_1176/000221,local_data\rescarta_exports\t_p_120_1176\pages\000221_00000221.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000221_00000221.txt
