page_number,page_id,legacy_route,primary_route,secondary_routes,route_confidence_score,route_confidence_band,auto_resolved,multi_route_required,validator_required,do_not_embed,candidate_routes,route_reasons,validator_contracts,ocr_text_word_count,part_number_count,source_member,source_image_path,ocr_text_path
63,t_p_120_1176_p000063,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",287,0,00000063.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000063.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000063.txt
64,t_p_120_1176_p000064,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",294,0,00000064.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000064.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000064.txt
65,t_p_120_1176_p000065,table,table_or_index,[],74.0,medium,False,False,True,True,"[""table_or_index""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan""]",277,0,00000065.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000065.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000065.txt
66,t_p_120_1176_p000066,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",301,0,00000066.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000066.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000066.txt
67,t_p_120_1176_p000067,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",274,0,00000067.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000067.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000067.txt
68,t_p_120_1176_p000068,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",332,0,00000068.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000068.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000068.txt
69,t_p_120_1176_p000069,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",291,0,00000069.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000069.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000069.txt
70,t_p_120_1176_p000070,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",304,0,00000070.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000070.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000070.txt
71,t_p_120_1176_p000071,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",281,0,00000071.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000071.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000071.txt
72,t_p_120_1176_p000072,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",275,0,00000072.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000072.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000072.txt
73,t_p_120_1176_p000073,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",284,0,00000073.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000073.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000073.txt
74,t_p_120_1176_p000074,table,table_or_index,[],74.0,medium,False,False,True,True,"[""table_or_index""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan""]",290,0,00000074.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000074.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000074.txt
75,t_p_120_1176_p000075,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",288,0,00000075.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000075.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000075.txt
76,t_p_120_1176_p000076,table,table_or_index,[],74.0,medium,False,False,True,True,"[""table_or_index""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan""]",291,0,00000076.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000076.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000076.txt
77,t_p_120_1176_p000077,table,table_or_index,"[""normal_text""]",74.0,low,False,True,True,True,"[""table_or_index"", ""normal_text""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""normal_text_page_context_scan""]",313,0,00000077.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000077.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000077.txt
78,t_p_120_1176_p000078,table,table_or_index,"[""detailed_parts_list""]",74.0,low,False,True,True,True,"[""table_or_index"", ""detailed_parts_list""]","[""row_structure_without_high_part_density"", ""legacy_table_signal""]","[""table_ocr_table_candidate_scan"", ""detailed_parts_list_extraction_scan""]",76,0,00000078.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000078.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000078.txt
79,t_p_120_1176_p000079,blank_candidate,blank_candidate,[],98.0,high,True,False,False,True,"[""blank_candidate""]","[""empty_or_near_empty_ocr_low_signal""]","[""blank_candidate_confirmation_scan""]",0,0,00000079.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000079.tif,
80,t_p_120_1176_p000080,normal_text,review_required,[],0.0,low,False,True,True,True,[],"[""no_route_met_medium_confidence_threshold""]","[""validator_gated_review_resolution_scan""]",21,0,00000080.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000080.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000080.txt
81,t_p_120_1176_p000081,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",75,1,00000081.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000081.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000081.txt
82,t_p_120_1176_p000082,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",244,11,00000082.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000082.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000082.txt
83,t_p_120_1176_p000083,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",236,9,00000083.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000083.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000083.txt
84,t_p_120_1176_p000084,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",77,1,00000084.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000084.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000084.txt
85,t_p_120_1176_p000085,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",247,11,00000085.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000085.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000085.txt
86,t_p_120_1176_p000086,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",219,8,00000086.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000086.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000086.txt
87,t_p_120_1176_p000087,table,normal_text,[],70.0,medium,False,False,True,True,"[""normal_text"", ""table_or_index""]","[""paragraph_text_low_structured_signals""]","[""normal_text_page_context_scan""]",99,2,00000087.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000087.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000087.txt
88,t_p_120_1176_p000088,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",226,11,00000088.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000088.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000088.txt
89,t_p_120_1176_p000089,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",189,9,00000089.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000089.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000089.txt
90,t_p_120_1176_p000090,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",82,1,00000090.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000090.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000090.txt
91,t_p_120_1176_p000091,blank_candidate,blank_candidate,[],98.0,high,True,False,False,True,"[""blank_candidate""]","[""empty_or_near_empty_ocr_low_signal""]","[""blank_candidate_confirmation_scan""]",0,0,00000091.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000091.tif,
92,t_p_120_1176_p000092,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",271,16,00000092.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000092.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000092.txt
93,t_p_120_1176_p000093,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",84,1,00000093.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000093.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000093.txt
94,t_p_120_1176_p000094,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",72,1,00000094.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000094.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000094.txt
95,t_p_120_1176_p000095,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",238,11,00000095.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000095.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000095.txt
96,t_p_120_1176_p000096,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",240,9,00000096.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000096.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000096.txt
97,t_p_120_1176_p000097,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",88,1,00000097.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000097.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000097.txt
